Time,Drive Frequency,Average Amps,Discharge Pressure,Intake Pressure,Intake Temperature,Motor Temperature,Drive Frequency anomaly,Average Amps anomaly,Discharge Pressure anomaly,Intake Pressure anomaly,Intake Temperature anomaly,Motor Temperature anomaly,PCA1,PCA2,Anomoly
2021-02-19 00:23:00,52.900001525878906,37.900001525878906,651.4099731445312,1358.1500244140625,62.0,84.80000305175781,1,1,1,1,1,1,1.5505779213123694,-1.854263778392239,1
2021-02-19 00:33:00,52.900001525878906,37.900001525878906,658.8099975585938,1353.5999755859375,62.0,84.80000305175781,1,1,1,1,1,1,1.5585575967578504,-1.8306885519777034,1
2021-02-19 00:43:00,52.900001525878906,37.900001525878906,650.8400268554688,1341.3699951171875,61.900001525878906,84.80000305175781,1,1,1,1,1,1,1.5829452789960194,-1.8245528497404773,1
2021-02-19 00:53:00,52.900001525878906,38.400001525878906,650.8400268554688,1341.3699951171875,61.900001525878906,84.80000305175781,1,1,1,1,1,1,1.5821299986189457,-1.8235929187578257,1
2021-02-19 01:03:00,52.900001525878906,38.400001525878906,650.5599975585938,1341.3699951171875,61.900001525878906,84.80000305175781,1,1,1,1,1,1,1.5822558946217467,-1.8241399239346276,1
2021-02-19 01:13:00,52.900001525878906,38.400001525878906,670.0499877929688,1356.449951171875,62.09999847412109,84.80000305175781,1,1,1,1,1,1,1.5551932255121321,-1.8106754162726362,1
2021-02-19 01:23:00,52.900001525878906,38.400001525878906,708.3099975585938,1374.510009765625,64.9000015258789,84.9000015258789,1,1,1,1,-1,1,1.7557509277391574,-1.6929571655742492,1
2021-02-19 01:33:00,52.900001525878906,34.29999923706055,708.3099975585938,1374.510009765625,64.9000015258789,84.9000015258789,1,1,1,1,-1,1,1.7624362305632197,-1.700828604026208,1
2021-02-19 01:43:00,52.900001525878906,34.29999923706055,708.3099975585938,1374.510009765625,64.9000015258789,84.9000015258789,1,1,1,1,-1,1,1.7624362305632197,-1.700828604026208,1
2021-02-19 01:53:00,52.900001525878906,34.29999923706055,724.9500122070312,1382.18994140625,66.30000305175781,85.69999694824219,1,1,1,1,-1,1,1.8238272804112639,-1.640306959031695,1
2021-02-19 02:03:00,52.900001525878906,34.29999923706055,736.75,1433.25,67.0999984741211,88.4000015258789,1,1,1,-1,-1,-1,1.6122267334465317,-1.683371211871567,1
2021-02-19 02:13:00,52.900001525878906,33.900001525878906,736.75,1433.25,67.0999984741211,88.4000015258789,1,1,1,-1,-1,-1,1.6128789540161332,-1.684139152263473,1
2021-02-19 02:23:00,52.900001525878906,33.900001525878906,736.8900146484375,1433.25,67.0999984741211,88.4000015258789,1,1,1,-1,-1,-1,1.6128160060147327,-1.6838656496750721,1
2021-02-19 02:33:00,52.900001525878906,33.900001525878906,745.8499755859375,1469.52001953125,68.5,91.4000015258789,1,1,1,-1,-1,-1,1.4794186738660882,-1.6844458609328037,1
2021-02-19 02:43:00,52.900001525878906,33.900001525878906,753.25,1404.239990234375,70.0,94.5999984741211,1,1,-1,1,-1,-1,1.5970913369240403,-1.480697734175214,1
2021-02-19 02:53:00,52.900001525878906,33.5,753.25,1404.239990234375,70.0,94.5999984741211,1,1,-1,1,-1,-1,1.5977435637137376,-1.4814656818908123,1
2021-02-19 03:03:00,52.900001525878906,33.5,753.25,1404.239990234375,70.0,94.5999984741211,1,1,-1,1,-1,-1,1.5977435637137376,-1.4814656818908123,1
2021-02-19 03:13:00,52.900001525878906,33.5,760.0800170898438,703.469970703125,72.19999694824219,97.4000015258789,1,1,-1,-1,-1,-1,3.385056282733228,0.012576654811480015,1
2021-02-19 03:23:00,52.900001525878906,33.5,765.47998046875,1396.699951171875,74.19999694824219,100.3000030517578,1,1,-1,1,-1,-1,1.6840541832257299,-1.2954204479046663,1
2021-02-19 03:33:00,52.900001525878906,32.900001525878906,765.47998046875,1396.699951171875,74.19999694824219,100.3000030517578,1,1,-1,1,-1,-1,1.68503251719018,-1.2965723621543712,1
2021-02-19 03:43:00,52.900001525878906,32.900001525878906,765.77001953125,1396.699951171875,74.30000305175781,100.3000030517578,1,1,-1,1,-1,-1,1.694489066625997,-1.2931959232264028,1
2021-02-19 03:53:00,52.900001525878906,32.900001525878906,771.030029296875,576.4600219726562,78.0,103.0,1,1,-1,-1,1,-1,3.928960378091002,0.47888151278544877,-1
2021-02-19 04:03:00,52.900001525878906,32.900001525878906,775.5800170898438,1291.72998046875,78.0999984741211,105.8000030517578,1,1,1,1,1,1,1.997212996675312,-0.9288467775434717,1
2021-02-19 04:13:00,52.900001525878906,32.900001525878906,775.5800170898438,1291.72998046875,78.0999984741211,105.8000030517578,1,1,1,1,1,1,1.997212996675312,-0.9288467775434717,1
2021-02-19 04:23:00,52.900001525878906,32.900001525878906,775.8599853515625,1335.8199462890625,78.0999984741211,105.8000030517578,1,1,1,1,1,1,1.8875262909122197,-1.0166738958575783,1
2021-02-19 04:33:00,52.900001525878906,32.900001525878906,779.989990234375,481.4500122070313,81.5999984741211,108.5,1,1,-1,-1,-1,1,4.188144153684757,0.8159871132730211,1
2021-02-19 04:43:00,52.900001525878906,32.900001525878906,784.260009765625,1405.52001953125,81.69999694824219,111.1999969482422,1,1,1,1,-1,1,1.7434494421971205,-1.011316650476899,1
2021-02-19 04:53:00,52.900001525878906,32.900001525878906,784.260009765625,1405.52001953125,81.69999694824219,111.1999969482422,1,1,1,1,-1,1,1.7434494421971205,-1.011316650476899,1
2021-02-19 05:03:00,52.900001525878906,32.900001525878906,784.260009765625,1405.52001953125,81.69999694824219,111.1999969482422,1,1,1,1,-1,1,1.7434494421971205,-1.011316650476899,1
2021-02-19 05:13:00,52.900001525878906,32.900001525878906,788.0999755859375,793.6400146484375,84.0,113.9000015258789,1,1,1,-1,-1,-1,3.3265887550361475,0.3010141768644088,1
2021-02-19 05:23:00,52.900001525878906,32.900001525878906,797.77001953125,1643.0400390625,90.6999969482422,115.8000030517578,1,1,1,-1,-1,-1,1.743969174837701,-1.1847068167512258,1
2021-02-19 05:33:00,52.900001525878906,33.20000076293945,797.77001953125,1643.0400390625,90.6999969482422,115.8000030517578,1,1,1,-1,-1,-1,1.7434800078554757,-1.184130859626373,1
2021-02-19 05:43:00,52.900001525878906,33.20000076293945,797.0599975585938,1643.0400390625,90.6999969482422,115.8000030517578,1,1,1,-1,-1,-1,1.7437992206280533,-1.1855178062745286,1
2021-02-19 05:53:00,52.900001525878906,32.900001525878906,797.0599975585938,1643.0400390625,93.0,115.8000030517578,1,1,1,-1,-1,-1,1.9647749725703378,-1.1214703630919844,1
2021-02-19 06:03:00,52.900001525878906,32.900001525878906,847.8300170898438,215.19000244140625,97.3000030517578,116.6999969482422,1,1,-1,-1,-1,-1,5.850247995437606,1.965090088294457,-1
2021-02-19 06:13:00,0.0,32.900001525878906,821.0900268554688,62.869998931884766,76.4000015258789,113.6999969482422,1,1,1,-1,-1,-1,6.652610040750381,2.6286173896874896,-1
2021-02-19 06:23:00,0.0,32.900001525878906,806.72998046875,109.08999633789062,78.0999984741211,104.5,1,1,1,-1,1,1,7.239091796677283,2.5088257355620893,-1
2021-02-19 06:33:00,0.0,32.900001525878906,806.72998046875,109.08999633789062,78.0999984741211,104.5,1,1,1,-1,1,1,7.239091796677283,2.5088257355620893,-1
2021-02-19 06:43:00,0.0,32.900001525878906,806.5900268554688,119.62000274658205,78.19999694824219,103.3000030517578,1,1,1,-1,1,-1,7.291954156004256,2.4841431720104006,-1
2021-02-19 06:53:00,0.0,32.900001525878906,805.8800048828125,203.1000061035156,79.0,98.1999969482422,1,1,1,-1,1,-1,7.456386470469163,2.311928369770829,-1
2021-02-19 07:03:00,0.0,32.900001525878906,807.2999877929688,319.8800048828125,79.30000305175781,94.0,1,1,1,-1,-1,-1,7.437145552161052,2.0676635936858543,-1
2021-02-19 07:13:00,0.0,32.900001525878906,808.8599853515625,461.6799926757813,79.4000015258789,90.9000015258789,1,1,1,-1,-1,-1,7.272897325368576,1.773505779683983,1
2021-02-19 07:23:00,0.0,32.900001525878906,811.0,553.5599975585938,79.4000015258789,88.5999984741211,1,1,1,-1,-1,-1,7.176597242712487,1.5818059729108265,1
2021-02-19 07:33:00,0.0,32.900001525878906,812.8400268554688,587.5499877929688,79.19999694824219,86.69999694824219,1,1,1,-1,-1,-1,7.181985280501245,1.5019729806564963,1
2021-02-19 07:43:00,0.0,32.900001525878906,814.97998046875,598.0800170898438,78.9000015258789,85.30000305175781,1,1,1,-1,1,1,7.20704084781599,1.4694865089025706,1
2021-02-19 07:53:00,0.0,32.900001525878906,814.97998046875,598.0800170898438,78.9000015258789,85.30000305175781,1,1,1,-1,1,1,7.20704084781599,1.4694865089025706,1
2021-02-19 08:03:00,0.0,32.900001525878906,815.260009765625,599.2100219726562,78.80000305175781,85.0999984741211,1,1,1,-1,1,1,7.206084312555475,1.46394009071661,1
2021-02-19 08:13:00,0.0,32.900001525878906,817.1099853515625,602.77001953125,78.5999984741211,84.0999984741211,1,1,1,-1,1,1,7.235049576910729,1.4497048445047147,1
2021-02-19 08:23:00,0.0,32.900001525878906,818.9600219726562,614.1500244140625,78.19999694824219,83.0999984741211,1,1,1,-1,1,1,7.225410150925429,1.414175948308049,1
2021-02-19 08:33:00,0.0,32.900001525878906,820.52001953125,623.1099853515625,77.80000305175781,82.30000305175781,1,1,1,-1,1,1,7.210351944779665,1.3839502218170645,1
2021-02-19 08:43:00,0.0,32.900001525878906,821.9500122070312,643.1599731445312,77.5,81.5,1,1,1,-1,1,-1,7.177380079824699,1.3340510897584297,1
2021-02-19 08:53:00,0.0,32.900001525878906,823.6500244140625,656.25,77.0999984741211,80.80000305175781,1,1,1,-1,1,-1,7.1462136729586305,1.2963297073190723,1
2021-02-19 09:03:00,0.0,32.900001525878906,825.5,662.7899780273438,76.80000305175781,80.19999694824219,1,1,1,-1,-1,-1,7.135062135098697,1.2753493995536525,1
2021-02-19 09:13:00,0.0,32.900001525878906,825.5,662.7899780273438,76.80000305175781,80.19999694824219,1,1,1,-1,-1,-1,7.135062135098697,1.2753493995536525,1
2021-02-19 09:23:00,0.0,32.900001525878906,825.7899780273438,663.6500244140625,76.69999694824219,80.0999984741211,1,1,1,-1,-1,-1,7.12898922168648,1.2708727119967622,1
2021-02-19 09:33:00,0.0,32.900001525878906,827.0700073242188,666.6300048828125,76.5,79.69999694824219,1,1,1,-1,-1,-1,7.1249629418699065,1.259743184310314,1
2021-02-19 09:43:00,0.0,32.900001525878906,828.77001953125,670.469970703125,76.19999694824219,79.19999694824219,1,1,1,-1,-1,-1,7.114805452514158,1.2443910410630077,1
2021-02-19 09:53:00,0.0,32.900001525878906,830.2000122070312,672.1799926757812,75.9000015258789,78.69999694824219,1,1,1,-1,-1,-1,7.110062869017615,1.232780923091243,1
2021-02-19 10:03:00,0.0,32.900001525878906,831.760009765625,677.010009765625,75.5,78.0999984741211,1,1,1,1,1,-1,7.093703460310354,1.2118517831660114,1
2021-02-19 10:13:00,0.0,32.900001525878906,831.760009765625,677.010009765625,75.5,78.0999984741211,1,1,1,1,1,-1,7.093703460310354,1.2118517831660114,1
2021-02-19 10:23:00,1.5,0.0,831.760009765625,677.010009765625,75.5,78.0999984741211,-1,-1,1,1,1,-1,7.083777994296276,1.1199654243559944,1
2021-02-19 10:33:00,1.5,0.0,832.0499877929688,677.1599731445312,75.4000015258789,78.0,-1,-1,1,1,1,1,7.079470324606636,1.116912242780267,1
2021-02-19 10:43:00,7.699999809265137,22.89999961853028,832.0499877929688,677.1599731445312,75.4000015258789,78.0,-1,-1,1,1,1,1,6.7793707004793635,1.0421557761877884,1
2021-02-19 10:53:00,7.699999809265137,22.89999961853028,832.0499877929688,677.1599731445312,75.4000015258789,78.0,-1,-1,1,1,1,1,6.7793707004793635,1.0421557761877884,1
2021-02-19 11:03:00,14.399999618530272,25.299999237060547,832.0499877929688,677.1599731445312,75.4000015258789,78.0,-1,-1,1,1,1,1,6.4915072660409265,0.9184678402325722,1
2021-02-19 11:13:00,14.399999618530272,25.299999237060547,832.0499877929688,677.1599731445312,75.4000015258789,78.0,-1,-1,1,1,1,1,6.4915072660409265,0.9184678402325722,1
2021-02-19 11:23:00,20.600000381469727,26.700000762939453,832.0499877929688,677.1599731445312,75.4000015258789,78.0,-1,-1,1,1,1,1,6.226464654600478,0.8024343267863935,1
2021-02-19 11:33:00,20.600000381469727,26.700000762939453,833.75,677.1599731445312,75.4000015258789,78.0,-1,-1,1,1,1,1,6.2257003604928025,0.805755106034315,1
2021-02-19 11:43:00,26.89999961853028,28.700000762939453,833.75,677.1599731445312,75.4000015258789,78.0,-1,-1,1,1,1,1,5.955441418601347,0.688958676241479,1
2021-02-19 11:53:00,26.89999961853028,28.700000762939453,833.75,677.1599731445312,75.4000015258789,78.0,-1,-1,1,1,1,1,5.955441418601347,0.688958676241479,1
2021-02-19 12:03:00,26.89999961853028,28.700000762939453,833.75,677.1599731445312,75.4000015258789,78.0,-1,-1,1,1,1,1,5.955441418601347,0.688958676241479,1
2021-02-19 12:13:00,60.09999847412109,653.2000122070312,737.5999755859375,1134.800048828125,62.0,107.6999969482422,1,1,1,1,1,1,-0.5655827559471217,-0.07815033020635741,1
2021-02-19 12:23:00,60.09999847412109,655.2999877929688,737.5999755859375,1135.800048828125,62.0,107.9000015258789,1,1,1,1,1,1,-0.5830553990772902,-0.07510429554026862,1
2021-02-19 12:33:00,60.09999847412109,657.5999755859375,736.469970703125,1136.800048828125,62.0,108.0999984741211,1,-1,1,1,1,1,-0.6003457038211084,-0.07388163909569341,1
2021-02-19 12:43:00,60.09999847412109,657.0,735.3300170898438,1139.800048828125,62.09999847412109,108.0,1,-1,1,1,1,1,-0.5909419421405834,-0.08097318421040697,1
2021-02-19 12:53:00,60.09999847412109,657.0,735.3300170898438,1143.0999755859375,62.09999847412109,108.0999984741211,1,-1,1,1,1,1,-0.6049236190262592,-0.08707819600520211,1
2021-02-19 13:03:00,60.09999847412109,656.5999755859375,736.0399780273438,1140.0,62.09999847412109,107.9000015258789,1,-1,1,1,1,1,-0.5853241665934327,-0.08126449806713099,1
2021-02-19 13:13:00,60.0,654.2000122070312,734.0499877929688,1139.9000244140625,62.0,107.9000015258789,-1,1,1,1,1,1,-0.5856160022514665,-0.09045375922839628,1
2021-02-19 13:23:00,60.09999847412109,643.2000122070312,733.760009765625,1155.800048828125,62.0,107.3000030517578,1,1,1,1,1,1,-0.5766082191360528,-0.1489797886802049,1
2021-02-19 13:33:00,60.20000076293945,645.5,733.760009765625,1155.199951171875,62.0,107.4000015258789,1,1,1,1,1,1,-0.588887004634766,-0.14476682930628149,1
2021-02-19 13:43:00,60.20000076293945,648.7999877929688,733.760009765625,1153.199951171875,62.0,107.6999969482422,1,1,1,1,1,1,-0.6066426481406003,-0.1328944033393768,1
2021-02-19 13:53:00,60.20000076293945,649.2000122070312,732.2000122070312,1152.5999755859375,62.0,108.0,1,1,1,1,1,1,-0.6224477942199401,-0.1324429559351661,1
2021-02-19 14:03:00,60.20000076293945,648.9000244140625,731.77001953125,1155.199951171875,62.0,108.4000015258789,1,1,1,1,1,1,-0.6513528009437182,-0.13703272071056638,1
2021-02-19 14:13:00,60.20000076293945,644.9000244140625,731.77001953125,1154.9000244140625,62.0,108.3000030517578,1,1,1,1,1,1,-0.6383036954303143,-0.14462036200099487,1
2021-02-19 14:23:00,60.20000076293945,642.5,731.77001953125,1155.4000244140625,62.0,108.0,1,1,1,1,1,1,-0.6182876485908767,-0.15175841875678842,1
2021-02-19 14:33:00,60.09999847412109,641.7999877929688,731.0599975585938,1156.4000244140625,62.20000076293945,107.4000015258789,1,1,1,1,1,1,-0.5612111896765302,-0.15201559195271805,1
2021-02-19 14:43:00,60.09999847412109,642.0,730.3499755859375,1156.0999755859375,62.0,107.5999984741211,1,1,1,1,1,1,-0.5912084265228403,-0.15701783018265617,1
2021-02-19 14:53:00,60.09999847412109,640.2999877929688,730.3499755859375,1154.699951171875,62.0,107.6999969482422,1,1,1,1,1,1,-0.590739042347811,-0.1569660404411773,1
2021-02-19 15:03:00,60.09999847412109,641.2999877929688,730.3499755859375,1157.5999755859375,62.0,108.1999969482422,1,1,1,1,1,1,-0.6284842407514386,-0.15831211787487637,1
2021-02-19 15:13:00,60.09999847412109,641.5,729.6400146484375,1156.800048828125,62.0,108.5,1,1,1,1,1,1,-0.643848549258566,-0.15618343458589637,1
2021-02-19 15:23:00,60.09999847412109,641.4000244140625,729.0700073242188,1156.5,62.0,108.8000030517578,1,1,1,1,1,1,-0.6600287957325125,-0.15535925928020397,1
2021-02-19 15:33:00,60.09999847412109,640.2000122070312,729.0700073242188,1159.0999755859375,62.0,108.6999969482422,1,1,1,1,1,1,-0.6587508772275902,-0.16338391867333985,1
2021-02-19 15:43:00,60.20000076293945,629.7999877929688,729.0700073242188,1168.699951171875,62.0,107.8000030517578,1,1,1,1,1,1,-0.6178520004614559,-0.20909198457369307,1
2021-02-19 15:53:00,60.20000076293945,632.9000244140625,727.7899780273438,1164.300048828125,62.09999847412109,108.3000030517578,1,1,1,1,1,1,-0.6307198780108252,-0.19146501991971399,1
2021-02-19 16:03:00,60.20000076293945,633.7000122070312,717.97998046875,1165.199951171875,61.900001525878906,108.4000015258789,1,1,1,1,1,1,-0.6548041061242625,-0.21600559266647373,1
2021-02-19 16:13:00,60.20000076293945,633.7000122070312,717.97998046875,1165.699951171875,61.900001525878906,108.3000030517578,1,1,1,1,1,1,-0.6502650121288412,-0.21751716068199056,1
2021-02-19 16:23:00,60.09999847412109,633.9000244140625,718.1199951171875,1162.9000244140625,61.900001525878906,108.4000015258789,1,1,1,1,1,1,-0.6452398523292154,-0.20882321340842322,1
2021-02-19 16:33:00,60.09999847412109,633.4000244140625,716.27001953125,1163.199951171875,62.0,108.0,1,1,1,1,1,1,-0.6116252489049536,-0.21322587463478132,1
2021-02-19 16:43:00,60.09999847412109,633.4000244140625,713.5700073242188,1163.4000244140625,61.900001525878906,107.9000015258789,1,1,1,1,1,1,-0.6147131940875273,-0.22222010016970958,1
2021-02-19 16:53:00,60.09999847412109,627.2000122070312,713.5700073242188,1165.9000244140625,61.900001525878906,107.5,1,1,1,1,1,1,-0.5876893494856449,-0.24117177958536262,1
2021-02-19 17:03:00,60.09999847412109,608.0,713.5700073242188,1185.0,61.900001525878906,106.1999969482422,1,1,1,1,1,1,-0.5286831776120553,-0.32293906654864046,1
2021-02-19 17:13:00,60.09999847412109,607.5,712.2899780273438,1186.4000244140625,62.0,106.1999969482422,1,1,1,1,1,1,-0.521185179476926,-0.3263959331566476,1
2021-02-19 17:23:00,60.09999847412109,608.7999877929688,710.1500244140625,1183.800048828125,62.0,106.5999984741211,1,1,1,1,1,1,-0.5390087197863191,-0.32083138742949174,1
2021-02-19 17:33:00,60.09999847412109,609.9000244140625,710.1500244140625,1181.5,62.0,107.0,1,1,1,1,1,1,-0.5582136106417156,-0.31207173964234397,1
2021-02-19 17:43:00,60.20000076293945,610.2000122070312,710.4400024414062,1182.5999755859375,61.900001525878906,107.0999984741211,1,1,1,1,1,1,-0.5811724344863746,-0.31734936153913057,1
2021-02-19 17:53:00,60.20000076293945,610.0999755859375,709.1599731445312,1184.300048828125,62.0,107.0999984741211,1,1,1,1,1,1,-0.5750722037137419,-0.3206397720620414,1
2021-02-19 18:03:00,60.20000076293945,609.9000244140625,708.1599731445312,1185.4000244140625,62.0,107.1999969482422,1,1,1,1,1,1,-0.5828115239745635,-0.32467246207798267,1
2021-02-19 18:13:00,60.20000076293945,603.0,708.1599731445312,1183.5999755859375,62.0,107.4000015258789,1,1,1,1,1,1,-0.5786511722195959,-0.3332927623527012,1
2021-02-19 18:23:00,60.20000076293945,605.0,707.8800048828125,1185.4000244140625,62.0,107.4000015258789,1,1,1,1,1,1,-0.5862594351335567,-0.33360794537929056,1
2021-02-19 18:33:00,60.09999847412109,602.4000244140625,707.1699829101562,1190.0,62.0,107.0999984741211,1,1,1,1,1,1,-0.5715481704961871,-0.34881992199446465,1
2021-02-19 18:43:00,60.09999847412109,602.5999755859375,706.4600219726562,1186.0999755859375,62.0,107.4000015258789,1,1,1,1,1,1,-0.5792088286102205,-0.34047751474405785,1
2021-02-19 18:53:00,60.09999847412109,602.7999877929688,706.4600219726562,1186.199951171875,62.0,107.5,1,1,1,1,1,1,-0.585564956871115,-0.3397845430088781,1
2021-02-19 19:03:00,60.20000076293945,603.5999755859375,706.4600219726562,1185.300048828125,62.0,107.6999969482422,1,1,1,1,1,1,-0.6004344681994307,-0.33734108040037525,1
2021-02-19 19:13:00,60.20000076293945,603.5,705.5999755859375,1185.5,62.0,108.0,1,1,1,1,1,1,-0.6177267875295324,-0.33808566407349483,1
2021-02-19 19:23:00,60.20000076293945,603.0999755859375,704.6099853515625,1184.0,62.0,107.9000015258789,1,1,1,1,1,1,-0.6071204718294997,-0.3382902528638554,1
2021-02-19 19:33:00,60.20000076293945,603.7000122070312,704.6099853515625,1183.5,62.0,108.0999984741211,1,1,1,1,1,1,-0.6184195250505594,-0.3351173302168633,1
2021-02-19 19:43:00,60.20000076293945,595.2000122070312,704.75,1197.800048828125,62.0,106.9000015258789,1,1,1,1,1,1,-0.5707778042973989,-0.38593818056846085,1
2021-02-19 19:53:00,60.20000076293945,593.5,704.0399780273438,1201.0999755859375,62.0,106.5,1,1,1,1,1,1,-0.5527600388179955,-0.39924080237470594,1
2021-02-19 20:03:00,60.09999847412109,591.5,703.469970703125,1200.199951171875,62.09999847412109,106.5,1,1,1,1,1,1,-0.5331817751354647,-0.39766538976379195,1
2021-02-19 20:13:00,60.09999847412109,591.9000244140625,703.469970703125,1200.800048828125,62.09999847412109,106.8000030517578,1,1,1,1,1,1,-0.5526703750789292,-0.39657209459643306,1
2021-02-19 20:23:00,60.09999847412109,592.5999755859375,703.469970703125,1199.9000244140625,62.09999847412109,107.0,1,1,1,1,1,1,-0.5631383091259781,-0.3924055401714915,1
2021-02-19 20:33:00,60.0,592.0999755859375,702.9000244140625,1198.5999755859375,62.0,107.0999984741211,-1,1,1,1,1,1,-0.5699660313515108,-0.3922584445685942,1
2021-02-19 20:43:00,60.09999847412109,590.4000244140625,702.469970703125,1200.0,62.09999847412109,107.0999984741211,1,1,1,1,1,1,-0.5651315697488838,-0.3982735523767023,1
2021-02-19 20:53:00,60.09999847412109,592.9000244140625,702.469970703125,1197.4000244140625,62.09999847412109,107.3000030517578,1,1,1,1,1,1,-0.5743107603901235,-0.3872437287196388,1
2021-02-19 21:03:00,60.20000076293945,594.2000122070312,702.760009765625,1196.699951171875,62.09999847412109,107.6999969482422,1,1,1,1,1,1,-0.602185637378512,-0.38265558052978577,1
2021-02-19 21:13:00,60.20000076293945,594.5,702.3300170898438,1196.800048828125,61.900001525878906,107.9000015258789,1,1,1,1,1,1,-0.6334662011652362,-0.38772078252396575,1
2021-02-19 21:23:00,60.20000076293945,594.2999877929688,701.760009765625,1195.0999755859375,62.0,108.0,1,1,1,1,1,1,-0.6248545763132903,-0.3824915590446914,1
2021-02-19 21:33:00,60.20000076293945,592.0,701.760009765625,1197.800048828125,62.0,108.0999984741211,1,1,1,1,1,1,-0.6335953844955692,-0.3918098824926033,1
2021-02-19 21:43:00,60.20000076293945,592.5,701.760009765625,1195.0,62.0,108.1999969482422,1,1,1,1,1,1,-0.6332342798350669,-0.3847281616181812,1
2021-02-19 21:53:00,60.20000076293945,592.0999755859375,701.3400268554688,1194.800048828125,62.0,108.5,1,1,1,1,1,1,-0.6492414631555007,-0.3843876190420885,1
2021-02-19 22:03:00,60.20000076293945,588.0999755859375,701.3400268554688,1204.5,61.900001525878906,107.0999984741211,1,1,1,1,1,1,-0.5954660067663646,-0.4214505889936492,1
2021-02-19 22:13:00,60.09999847412109,586.7000122070312,701.3400268554688,1204.4000244140625,61.900001525878906,106.6999969482422,1,1,1,1,1,1,-0.5655699967762757,-0.4240605379982329,1
2021-02-19 22:23:00,60.09999847412109,585.9000244140625,701.3400268554688,1203.9000244140625,61.900001525878906,106.6999969482422,1,1,1,1,1,1,-0.5630230990124534,-0.42459420326399205,1
2021-02-19 22:33:00,60.09999847412109,586.2000122070312,700.6199951171875,1202.5999755859375,62.0,106.9000015258789,1,1,1,1,1,1,-0.561935346414828,-0.41899050794686243,1
